Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceUrl
Dr. Stanislav Smyshlyaev,Russia,Head of Cryptographic Solutions,CryptoPro,Private,Standards,"Russian representative to ISO/IEC JTC 1/SC 27/WG 2; contributor to ITU-T quantum security work; advocate for algorithm diversity in PQC.",https://ui-avatars.com/api/?name=Stanislav+Smyshlyaev&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptopro.ru/,https://www.linkedin.com/in/stanislav-smyshlyaev-62169333/,
Dr. Jintai Ding,USA/China,"Professor Emeritus; Dean","University of Cincinnati; Xi'an Jiaotong-Liverpool University",Academic,Algorithm Inventor,"Charles Phelps Taft Distinguished Professor Emeritus at University of Cincinnati; Dean of the School of Mathematics and Physics at Xi'an Jiaotong-Liverpool University (XJTLU); co-designer of RAINBOW (broken by Ward Beullens 2022); expert in multivariate cryptography.",https://ui-avatars.com/api/?name=Jintai+Ding&background=0b0d17&color=f59e0b&size=128&bold=true,https://homepages.uc.edu/~dingjt/,https://www.linkedin.com/in/jintai-ding-865b631b/,
Dr. Gorjan Alagic,USA,"Associate Research Scientist; Guest Researcher","QuICS (University of Maryland); NIST",Academic,Algorithm Inventor,"Associate Research Scientist at QuICS (University of Maryland) and Guest Researcher at NIST; co-editor of NISTIR 8413 on quantum security; extensive work on quantum algorithms and PQC security proofs.",https://ui-avatars.com/api/?name=Gorjan+Alagic&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.nist.gov/,https://www.linkedin.com/in/gorjan-alagic/,NIST IR 8413
Dr. Yehuda Lindell,Israel,"Head of Cryptography; Engineering Fellow",Coinbase,Private,Industry Adopter,"Head of Cryptography and Engineering Fellow at Coinbase (after Coinbase acquired Unbound Security in Jan 2022); expert in secure multiparty computation and threshold cryptography; leads research on PQC-compatible MPC protocols.",https://ui-avatars.com/api/?name=Yehuda+Lindell&background=0b0d17&color=10b981&size=128&bold=true,https://yehudalindell.com/,https://www.linkedin.com/in/yehudalindell/,
Bruce Schneier,USA,"Security Technologist; Author",Harvard Kennedy School,Academic,Standards,"Public interest technology fellow; cybersecurity thought leader; extensive writing on quantum threats and PQC transition; advocate for open standards.",https://ui-avatars.com/api/?name=Bruce+Schneier&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.schneier.com/,,
Dr. Johannes Buchmann,Germany,Professor Emeritus,TU Darmstadt,Academic,Standards,"Founder of European PQC research; established TU Darmstadt's cryptography group; extensive contributions to code-based and lattice cryptography education.",https://ui-avatars.com/api/?name=Johannes+Buchmann&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptoplexity.de/,https://www.linkedin.com/in/johannes-buchmann-6b9a18221/,
Prof. Dr. Thomas Pöppelmann,Germany,"Senior Principal Engineer; Security Architect",Infineon Technologies,Private,Industry Adopter,"Implemented first PQC on smart cards; co-designer of NewHope; Infineon achieved world-first CC EAL6 PQC certification (Jan 2025); partnered with BSI on quantum-secure ID card.",https://ui-avatars.com/api/?name=Thomas+Poppelmann&background=0b0d17&color=10b981&size=128&bold=true,https://www.infineon.com/,https://www.linkedin.com/in/thomas-pöppelmann-1875bb8a/,
David Adrian,USA,"Product Manager; Security Researcher",Google (Chrome Security),Private,Industry Adopter,"Product Manager on Chrome Security at Google; co-discovered LogJam and DROWN attacks on legacy TLS; co-founded Censys internet scanning platform; extensive work on cryptographic migration strategies including PQC readiness.",https://ui-avatars.com/api/?name=David+Adrian&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/in/dadrian/,
Tim Callan,USA,Chief Experience Officer,Sectigo,Private,Industry Adopter,"PKI industry veteran; advocate for PQC adoption in TLS certificates; active in CA/Browser Forum discussions on quantum-safe PKI.",https://ui-avatars.com/api/?name=Tim+Callan&background=0b0d17&color=10b981&size=128&bold=true,https://sectigo.com/,https://www.linkedin.com/in/tim-callan/,
Dr. Scott Totzke,Canada,Co-Founder,ISARA Corporation,Private,Industry Adopter,"Co-founded ISARA in 2015 to commercialize post-quantum cryptography; pioneered enterprise crypto-agility solutions and hybrid certificate deployments; led early enterprise PQC adoption strategies and quantum-safe PKI commercialization.",https://ui-avatars.com/api/?name=Scott+Totzke&background=0b0d17&color=10b981&size=128&bold=true,https://www.isara.com/,https://www.linkedin.com/in/scotttotzke/,
Kevin Bocek,USA,Chief Innovation Officer,Venafi,Private,Industry Adopter,"Leads machine identity security research; advocates for crypto-agility and inventory management for PQC migration; extensive PKI transformation expertise.",https://ui-avatars.com/api/?name=Kevin+Bocek&background=0b0d17&color=10b981&size=128&bold=true,https://www.venafi.com/,https://www.linkedin.com/in/kevinbocek/,
Dr. Rainer Steinwandt,USA,Professor,Florida Atlantic University,Academic,Standards,"Focuses on quantum-safe protocols and implementations; research on PQC in constrained environments; contributor to IoT security standards.",https://ui-avatars.com/api/?name=Rainer+Steinwandt&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.fau.edu/,https://www.linkedin.com/in/rainer-steinwandt-02849412/,
Dr. Nikita Borisov,USA,Professor,University of Illinois,Academic,Standards,"Research on PQC in real-world protocols; contributor to secure messaging systems; extensive work on hybrid encryption schemes.",https://ui-avatars.com/api/?name=Nikita+Borisov&background=0b0d17&color=60a5fa&size=128&bold=true,https://ece.illinois.edu/,https://www.linkedin.com/in/nikitaborisov/,
Thomas Coratger,France,"Cryptographic Engineer; PQC Team Lead",Ethereum Foundation,Private,Industry Adopter,"Leads Ethereum Foundation's post-quantum security team (Jan 2026); driving PQ-safe Ethereum with biweekly dev sessions and multi-client test networks; $2M in research prizes ($1M Poseidon Prize for hash-based cryptography + $1M Proximity Prize).",https://ui-avatars.com/api/?name=Thomas+Coratger&background=0b0d17&color=10b981&size=128&bold=true,https://ethereum.org/,https://www.linkedin.com/in/thomas-coratger-4099aa160/,
Jaime Gomez Garcia,Spain,Head of Quantum Technologies,Banco Santander,Private,Industry Adopter,"Pioneer in financial-sector PQC adoption; leads Santander's quantum-safe cryptography strategy; active in ETSI QSC working group and IBM Quantum Network; promotes quantum risk awareness across global banking.",https://ui-avatars.com/api/?name=Jaime+Gomez+Garcia&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.santander.com/,https://www.linkedin.com/in/jaime-gomez-garcia/,
Mike Osborne,Switzerland,Distinguished Engineer & CTO Cryptography,IBM Research,Private,Industry Vendor,"Co-architect of IBM Quantum Safe framework; led IBM's contributions to NIST PQC standardization; co-developed the Cryptography Bill of Materials (CBOM) concept for cryptographic inventory and agility management.",https://ui-avatars.com/api/?name=Mike+Osborne&background=0b0d17&color=a78bfa&size=128&bold=true,https://research.ibm.com/,https://www.linkedin.com/in/michael-osborne-qsafe/,
Bill Newhouse,USA,Cybersecurity Engineer,NIST NCCoE,Public,Government,"Project lead for NIST NCCoE PQC migration practice guides (SP 1800-38 series); co-authored NIST IR 8547 on interoperability and FIPS 203/204/205 adoption; drives federal agency quantum-safe readiness.",https://ui-avatars.com/api/?name=Bill+Newhouse&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.nccoe.nist.gov/,https://www.linkedin.com/in/cybernewhouse/,
Blair Canavan,Canada,Director of Alliances – PKI and PQC Portfolio,Thales,Private,Industry Vendor,"Leads Thales PQC Partner Ecosystem and Quantum-Safe 360 Alliance (with IBM Consulting, Keyfactor, Quantinuum) to accelerate enterprise quantum-safe migrations; 30+ years of cybersecurity expertise driving crypto-agility readiness.",https://ui-avatars.com/api/?name=Blair+Canavan&background=0b0d17&color=a78bfa&size=128&bold=true,https://cpl.thalesgroup.com/,https://www.linkedin.com/in/blair-canavan-5b708a2/,
Fabiana Da Pieve,Italy,Programme and Policy Officer,European Commission (DG CNECT),Public,Government,"Designs EU-wide PQC deployment policy at DG CNECT; co-leads the NIS cooperation group PQC workstream coordinating member-state quantum-safe transitions; bridges quantum physics research with cryptographic security policy including EuroQCI.",https://ui-avatars.com/api/?name=Fabiana+Da+Pieve&background=0b0d17&color=22d3ee&size=128&bold=true,https://digital-strategy.ec.europa.eu/,https://www.linkedin.com/in/fabiana-da-pieve-585b132a/,
Prof Bill Buchanan OBE,UK,Professor of Applied Cryptography,Edinburgh Napier University,Academic,Standards,"Creator of asecuritysite.com with 30+ books and 400+ research papers on PQC; OBE for services to cybersecurity (2017); FRSE; Top 2% of scientists globally (Stanford 2025); Times Higher Education 'Most Innovative Teacher' 2023; vocal advocate for FIPS 203/204/205 adoption.",https://ui-avatars.com/api/?name=Bill+Buchanan&background=0b0d17&color=60a5fa&size=128&bold=true,https://asecuritysite.com/,https://www.linkedin.com/in/billatnapier/,
Dr. Bob Sutor,USA,CEO and Founder,Sutor Group Intelligence and Advisory,Private,Industry Vendor,"Former VP IBM Quantum with 40+ years at IBM; author of 'Dancing with Qubits'; board member Nu Quantum; Adjunct Professor University at Buffalo; daily quantum and PQC industry analyst; enterprise quantum readiness advocate.",https://ui-avatars.com/api/?name=Bob+Sutor&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.robertsutor.com/,https://www.linkedin.com/in/bobsutor/,
Bruno Couillard,Canada,CEO and Co-Founder,Crypto4A Technologies,Private,Industry Vendor,"30+ years in security including Canadian Forces and CSE; co-founder of Crypto4A; pioneer of crypto-agile HSMs (QxHSM and QxEDGE) rebuilt from ground up for PQC; PKI Consortium member; inaugural Quantum Security 25 honoree.",https://ui-avatars.com/api/?name=Bruno+Couillard&background=0b0d17&color=a78bfa&size=128&bold=true,https://crypto4a.com/,https://www.linkedin.com/in/brunocouillard/,
Dr. Colin Soutar,USA,"Managing Director; Global Quantum Cyber Readiness Lead",Deloitte,Private,Industry Vendor,"Global lead for quantum cyber readiness at Deloitte; World Economic Forum agenda contributor on quantum cybersecurity; U.S. Government and Public Services Cyber Ecosystems & Alliances leader; champions crypto-agility and PQC migration for enterprise and government.",https://ui-avatars.com/api/?name=Colin+Soutar&background=0b0d17&color=a78bfa&size=128&bold=true,https://www2.deloitte.com/us/en/pages/risk/topics/quantum-cyber-readiness.html,https://www.linkedin.com/in/colinsoutar/,
Denis Mandich,USA,CTO and Co-Founder,Qrypt,Private,Industry Vendor,"20 years in U.S. Intelligence Community on national security and cyber infrastructure; co-founded Qrypt for quantum-secure encryption using quantum entropy; active in NIST PQC standards bodies; advocate for end-to-end quantum-safe encryption.",https://ui-avatars.com/api/?name=Denis+Mandich&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.qrypt.com/,https://www.linkedin.com/in/denismandich/,
Éric Brier,France,CTO Cyber Defence Solutions,Thales Group,Private,Algorithm Inventor,"CTO at Thales leading the team that co-designed FALCON (FIPS 206); Thales lab co-author of FALCON signature algorithm selected by NIST as PQC standard after six-year competition; research background in fault attacks and cryptographic implementations.",https://ui-avatars.com/api/?name=Eric+Brier&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.thalesgroup.com/,https://www.linkedin.com/in/ericbrier/,FIPS 206
Konstantinos Karagiannis,USA,Director Quantum Computing Services,Protiviti,Private,Industry Vendor,"In quantum computing and InfoSec since the 1990s; hosts Protiviti's 'The Post-Quantum World' podcast; led PQC agility assessment with DTCC; frequent speaker at RSA, Black Hat, and DEF CON; advocates for enterprise PQC migration and quantum readiness.",https://ui-avatars.com/api/?name=Konstantinos+Karagiannis&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.protiviti.com/us-en/quantum-computing-services,https://www.linkedin.com/in/konstantinos-karagiannis-0a09503/,
Dr. Krysta Svore,USA,VP Applied Research – Quantum Computing,NVIDIA,Private,Industry Vendor,"Former Technical Fellow and VP at Microsoft Azure Quantum (departed Nov 2025); co-creator of Q# quantum programming language; led QuArC research group on fault-tolerant quantum algorithms; now VP Applied Research – Quantum Computing at NVIDIA.",https://ui-avatars.com/api/?name=Krysta+Svore&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.nvidia.com/,https://www.linkedin.com/in/krysta-svore-a8920542/,
Niccolò De Masi,USA,Chairman and CEO,IonQ,Private,Industry Vendor,"Chairman and CEO of IonQ (NYSE: IONQ); leads quantum networking strategy via acquisitions of ID Quantique, Capella Space, Lightsynq, and Skyloom; building distributed quantum entanglement and QKD infrastructure; testified to U.S. Senate on quantum security; advocates for PQC and QKD adoption to protect critical infrastructure.",https://ui-avatars.com/api/?name=Niccolo+De+Masi&background=0b0d17&color=a78bfa&size=128&bold=true,https://ionq.com/,https://www.linkedin.com/in/niccolo-de-masi-25929914/,
Philip Intallura,UK,Group Head of Quantum Technologies,HSBC,Private,Industry Adopter,"Group Head of Quantum Technologies at HSBC; inaugural Quantum Security 25 award winner; leads HSBC's quantum-safe cryptography strategy across PQC and QKD; advocates for crypto-agility and multi-year PQC migration planning in financial services.",https://ui-avatars.com/api/?name=Philip+Intallura&background=0b0d17&color=10b981&size=128&bold=true,https://www.hsbc.com/,https://www.linkedin.com/in/intallura/,
Sheetal Mehta,India,SVP and Global Head of Cybersecurity,NTT DATA,Private,Industry Vendor,"SVP and Global Head of Cybersecurity at NTT DATA with 30+ years of experience; led NTT DATA–Fortanix Cryptography-as-a-Service partnership for AI and post-quantum era; advocates for cryptographic discovery and PQC migration roadmaps; warns of harvest-now-decrypt-later threats.",https://ui-avatars.com/api/?name=Sheetal+Mehta&background=0b0d17&color=a78bfa&size=128&bold=true,https://services.global.ntt/en-us/insights/,https://www.linkedin.com/in/sheetal-mehta-026aa34/,
Tom Patterson,USA,Managing Director Emerging Technology Security,Accenture,Private,Industry Vendor,"Managing Director for Emerging Technology Security at Accenture; developed quantum security maturity index; co-led first successful multi-orbit PQC communications link with QuSecure; WEF contributor on quantum security; PKI Consortium PQC conference speaker.",https://ui-avatars.com/api/?name=Tom+Patterson&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.accenture.com/us-en/services/security-index,https://www.linkedin.com/in/tomtalks/,
Damien Stehlé,France,"Professor; CryptoLab Research Director","ENS de Lyon; CryptoLab",Academic,Algorithm Inventor,"Co-designed ML-KEM (CRYSTALS-Kyber) and ML-DSA (CRYSTALS-Dilithium), two of three NIST PQC standards published in 2024. Founded CryptoLab's Lyon research center. ERC grant recipient for lattice-based cryptography research (LattAC project).",https://ui-avatars.com/api/?name=Damien+Stehle&background=0b0d17&color=10b981&size=128&bold=true,https://perso.ens-lyon.fr/damien.stehle/,https://www.linkedin.com/in/damien-stehl%C3%A9-0576351/,"FIPS 203;FIPS 204"
Pierre-Alain Fouque,France,Professor,"Université de Rennes; IRISA/Inria",Academic,Algorithm Inventor,"Co-designer of FALCON (FN-DSA), NIST's lattice-based signature standard. Leads the CAPSULE team at IRISA/Inria focused on embedded security and cryptography. Coordinates the PQ-TLS project developing post-quantum HTTPS protocols.",https://ui-avatars.com/api/?name=Pierre-Alain+Fouque&background=0b0d17&color=10b981&size=128&bold=true,https://www.di.ens.fr/~fouque/,https://www.linkedin.com/in/pierre-alain-fouque-42b3841/,FIPS 206
Adeline Roux-Langlois,France,CNRS Directrice de recherche,"GREYC; Université de Caen Normandie",Academic,Standards,Specialist in lattice-based cryptography security proofs. Key contributions to post-quantum anonymous credentials (CRYPTO 2023) and practical post-quantum privacy signatures (ACM CCS 2024). PhD from ENS de Lyon under Damien Stehlé.,https://ui-avatars.com/api/?name=Adeline+Roux-Langlois&background=0b0d17&color=10b981&size=128&bold=true,https://langloi227.users.greyc.fr/,,
Daniel J. Bernstein,USA/Netherlands,"Research Professor; Personal Professor","University of Illinois Chicago;TU Eindhoven",Academic,Algorithm Inventor,"Coined the term ""post-quantum cryptography"" (2003); co-designed SPHINCS+ (now FIPS 205 / SLH-DSA, NIST standard) with Andreas Hülsing and team; co-designed Classic McEliece (NIST on-ramp finalist, oldest studied code-based KEM); co-designed NTRU Prime; creator of Curve25519, ChaCha20/Poly1305, and NaCl/libsodium cryptographic library.",https://ui-avatars.com/api/?name=Daniel+Bernstein&background=0b0d17&color=f59e0b&size=128&bold=true,https://cr.yp.to/,,FIPS 205
Prof. Oded Regev,USA/Israel,Silver Professor of Computer Science,NYU Courant Institute of Mathematical Sciences,Academic,Algorithm Inventor,"Inventor of Learning With Errors (LWE, 2005) — the foundational hard problem underlying ML-KEM (Kyber) and ML-DSA (Dilithium); proved quantum reduction establishing LWE hardness; 2018 Gödel Prize for LWE work; ACM Fellow 2025; foundational figure in lattice-based cryptography theory.",https://ui-avatars.com/api/?name=Oded+Regev&background=0b0d17&color=f59e0b&size=128&bold=true,https://cims.nyu.edu/~regev/,,
Prof. Tanja Lange,Germany/Netherlands,"Full Professor of Cryptology; Chair PQCrypto Steering Committee",TU Eindhoven,Academic,Algorithm Inventor,"Full Professor of Cryptology at TU Eindhoven; co-designed NTRU Prime (NIST on-ramp finalist) with Daniel Bernstein; co-authored Classic McEliece papers; co-organized the inaugural PQCrypto workshop (2006) and chairs its steering committee; Scientific Director of Ei/PSI (Eindhoven Institute for Protection of Systems and Information); ERC grant recipient for post-quantum research.",https://ui-avatars.com/api/?name=Tanja+Lange&background=0b0d17&color=f59e0b&size=128&bold=true,https://hyperelliptic.org/tanja/,,
Zak Pantelli,UK,Distinguished Architect for Data Security & Cryptography,GSK,Private,Industry Adopter,"Distinguished Architect for Data Security & Cryptography at GSK; leads the organisation's PQC migration strategy and cryptographic architecture aligned with NIST post-quantum standards. Career spans cryptography roles at Barclays, Lloyds Banking Group, Santander UK, and the UK Ministry of Defence.",https://ui-avatars.com/api/?name=Zak+Pantelli&background=0b0d17&color=10b981&size=128&bold=true,,https://www.linkedin.com/in/zak-pantelli-65473a94/,
Paul van Brouwershaven,Netherlands,"Chair; Founder & CEO","PKI Consortium;Digitorus",Private,Standards,"Chairs the PKI Consortium's Post-Quantum Cryptography Working Group and co-organises the annual PQC Conference series. Authored the PQC Maturity Model (PQCMM), a practical framework adopted by governments and enterprises to assess quantum-readiness and plan migration strategies. Founder and CEO of Digitorus with 25+ years in PKI and digital trust.",https://ui-avatars.com/api/?name=Paul+van+Brouwershaven&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digitorus.com/,https://www.linkedin.com/in/pvanbrouwershaven/,
Albert de Ruiter,Netherlands,"Vice Chair; Policy Authority for PKI (PKIoverheid)","PKI Consortium;Logius",Public,Government,"Vice Chair of the PKI Consortium and Policy Authority for PKI at Logius (Dutch Ministry of Internal Affairs); co-founded the PKI Consortium's annual PQC Conference series, a major international forum for PQC standardisation and adoption. Active member of the Dutch government's quantum-safe cryptography working group; teaches quantum-safe digital infrastructure governance at TU Delft.",https://ui-avatars.com/api/?name=Albert+de+Ruiter&background=0b0d17&color=22d3ee&size=128&bold=true,,,
Sven Rajala,USA,Senior PKI & PQC Strategy Consultant,Keyfactor,Private,Industry Vendor,"Senior cybersecurity consultant at Keyfactor specialising in PKI automation and PQC readiness; leads quantum-safe migration strategy for enterprise clients. Hosts the KEYMASTER educational video series covering practical PQC implementation including hybrid certificates, ML-DSA/SLH-DSA signatures, and NIST SP 800-227 KEM guidance. Active presenter at PKI Consortium PQC Conferences.",https://ui-avatars.com/api/?name=Sven+Rajala&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.keyfactor.com/,https://www.linkedin.com/in/international-pki-man-of-mystery/,
Chris Bailey,USA,Board Chair,"PKI Consortium;AppViewX",Private,Standards,"Board Chair of the PKI Consortium and founding member of both the CA/Browser Forum and PKI Consortium; a 25+ year digital trust and PKI veteran driving industry-wide quantum-safe readiness. Former SVP at Entrust; advocates urgently for rapid collective migration to post-quantum encryption, stating ""We have no choice but to transition quickly and collectively.""",https://ui-avatars.com/api/?name=Chris+Bailey&background=0b0d17&color=60a5fa&size=128&bold=true,,https://www.linkedin.com/in/christophertmbailey/,
Tomas Gustavsson,Sweden,"Chief PKI Officer; Co-Founder",Keyfactor,Private,Industry Vendor,"Created EJBCA, the world's leading open-source enterprise PKI software, which now supports all NIST-standardized PQC algorithms (ML-KEM, ML-DSA, SLH-DSA). As Chief PKI Officer at Keyfactor and co-founder of PrimeKey, he has been a central voice on hybrid certificate migration and practical PQC readiness for enterprise PKI. He actively presents at global conferences and contributes to the PKI Consortium PQC working groups.",https://ui-avatars.com/api/?name=Tomas+Gustavsson&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.keyfactor.com/,https://www.linkedin.com/in/tgustavsson/,
David Hook,Australia,"VP Software Engineering; Founder",Legion of the Bouncy Castle,Private,Industry Vendor,"Co-founded the Legion of the Bouncy Castle in 2000 — one of the most widely used open-source cryptographic API libraries in Java and C# — which integrated full NIST PQC standard support (ML-KEM, ML-DSA, SLH-DSA) through 2024. He led the FIPS 140-2/3 certifications of Bouncy Castle's Java and C# APIs and presents extensively on hybrid PQC techniques, stateless PQC digital signatures, and Key Encapsulation Mechanisms. His work makes enterprise-grade PQC accessible to millions of developers globally.",https://ui-avatars.com/api/?name=David+Hook&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.bouncycastle.org/,https://www.linkedin.com/in/david-hook-29b720/,draft-bonnell-lamps-chameleon-certs-07
Corey Bonnell,USA,Technology Strategist,DigiCert,Private,Standards,"Active co-author in the IETF LAMPS Working Group and originator of the Chameleon Certificates Internet-Draft (draft-bonnell-lamps-chameleon-certs), which enables paired classical/PQC certificate structures for phased quantum migration. He co-authored the IETF PQC for Engineers guidance document and contributes to standardizing how ML-DSA, SLH-DSA, and composite algorithms are encoded in X.509 certificates. He represents DigiCert in CA/Browser Forum, X9, and IETF standards bodies.",https://ui-avatars.com/api/?name=Corey+Bonnell&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,https://www.linkedin.com/in/coreybonnell/,draft-bonnell-lamps-chameleon-certs-07
John Gray,Canada,Software Developer (Architect),Entrust,Private,Standards,"Lead co-author of the IETF LAMPS Composite ML-DSA and Composite ML-KEM Internet-Drafts, which define how hybrid classical+PQC algorithms are encoded in X.509 certificates and CMS structures. His composite certificate standards work — together with Mike Ounsworth at Entrust — was adopted into the IETF standards track and represents the primary industry path for backward-compatible PQC certificate migration. He has published 3 RFCs and maintains 9+ active Internet-Drafts across LAMPS and related working groups.",https://ui-avatars.com/api/?name=John+Gray&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.entrust.com/,https://www.linkedin.com/in/john-gray-aa281460/,draft-bonnell-lamps-chameleon-certs-07
Sudha E. Iyer,Ireland,Chief Cybersecurity Architect (Digital Assets and Data),Citi,Private,Industry Adopter,"Founding member of the FS-ISAC Post-Quantum Cryptography Working Group, representing the financial sector's largest global coordination effort on quantum migration readiness. As Chief Cybersecurity Architect at Citi with over 20 years of cryptographic architecture experience, she leads enterprise-scale PQC adoption strategy at one of the world's largest financial institutions. She also serves as International Project Leader at ISO for smart contract and blockchain security standardization, and speaks internationally on PQC readiness in regulated industries.",https://ui-avatars.com/api/?name=Sudha+Iyer&background=0b0d17&color=10b981&size=128&bold=true,https://www.fsisac.com/knowledge/pqc,https://www.linkedin.com/in/sudhaeiyer/,
Tadahiko Ito,Japan,Senior Researcher,SECOM CO. LTD.,Private,Standards,"Senior Researcher at SECOM specializing in cryptographic key management, PQC migration planning, and policy standardization, with IETF contributions including RFC 9336 (X.509 Extended Key Usage for document signing). He contributes to IETF PQC certificate migration guidance and the IETF Hackathon's pqc-certificates interoperability project, and co-authored a 2025 academic paper on the grand challenges of PQC blockchain migration. He is a regular speaker at international forums including the PKI Consortium PQC Conference and FS-ISAC APAC Summit.",https://ui-avatars.com/api/?name=Tadahiko+Ito&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.secom.co.jp/english/,https://www.linkedin.com/in/tadahiko-ito-b1b674160/,
Tomofumi Okubo,USA,"Software Engineer; Standards Contributor",DigiCert,Private,Standards,"Co-author of Chameleon Certificates IETF Internet-Draft (draft-bonnell-lamps-chameleon-certs) and active contributor to IETF LAMPS Working Group hybrid PKI specifications; represents DigiCert in standardization of PQC X.509 certificate formats and encoding.",https://ui-avatars.com/api/?name=Tomofumi+Okubo&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,,draft-bonnell-lamps-chameleon-certs-07
Dr. Marco Piani,Canada,Senior Research Analyst,evolutionQ Inc.,Private,Standards,"Co-author with Michele Mosca of the annual Global Risk Institute Quantum Threat Timeline reports (2024, 2025); provides quantitative probabilistic assessments of cryptographically relevant quantum computer (CRQC) timelines used by policymakers and enterprises worldwide.",https://ui-avatars.com/api/?name=Marco+Piani&background=0b0d17&color=60a5fa&size=128&bold=true,https://evolutionq.com/,,"GRI-Quantum-Threat-Timeline-2024;GRI-Quantum-Threat-Timeline-2025"
Alison Becker,USA,Cryptographer,National Security Agency (NSA),Public,Government,"NSA cryptographer and co-author of RFC 9763, specifying algorithm identifiers for ML-KEM, ML-DSA, and SLH-DSA for use with the Commercial National Security Algorithm Suite 2.0 (CNSA 2.0); contributes to NSA public guidance on quantum-safe cryptography.",https://ui-avatars.com/api/?name=Alison+Becker&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.nsa.gov/,,RFC-9763
Michael Jenkins,USA,"Technical Director; Cryptographer",National Security Agency (NSA),Public,Government,"NSA Technical Director and co-author of RFC 9763 defining algorithm identifiers for post-quantum algorithms in CNSA 2.0; contributor to NSA public guidance on quantum-safe cryptography transitions for national security systems.",https://ui-avatars.com/api/?name=Michael+Jenkins&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.nsa.gov/,,RFC-9763
Rebecca Guthrie,USA,Cryptographer,National Security Agency (NSA),Public,Government,"NSA cryptographer and co-author of RFC 9763, establishing the algorithm identifiers for ML-KEM, ML-DSA, and SLH-DSA used in federal CNSA 2.0 implementations; contributes to standards underpinning U.S. national security PQC migration.",https://ui-avatars.com/api/?name=Rebecca+Guthrie&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.nsa.gov/,,RFC-9763
Allen Roginsky,USA,Research Scientist,NIST,Public,Government,"NIST Computer Security Division researcher and co-author of NIST SP 800-131A Revision 3, providing guidance on transitioning cryptographic key lengths and algorithms to post-quantum standards across U.S. federal systems.",https://ui-avatars.com/api/?name=Allen+Roginsky&background=0b0d17&color=22d3ee&size=128&bold=true,https://csrc.nist.gov/,,NIST-SP-800-131A-Rev3
Elaine Barker,USA,Research Scientist,NIST,Public,Government,"NIST researcher and co-author of NIST SP 800-131A Revision 3, guiding federal agencies on transitioning cryptographic key lengths and algorithms to post-quantum standards; long-time contributor to NIST SP 800-57 key management recommendations.",https://ui-avatars.com/api/?name=Elaine+Barker&background=0b0d17&color=22d3ee&size=128&bold=true,https://csrc.nist.gov/,,NIST-SP-800-131A-Rev3
Suzanne Lightman,USA,"Research Scientist; Project Lead",NIST NCCoE,Public,Government,"NIST NCCoE project lead and co-author of NIST SP 800-82 Revision 3 (Guide to Operational Technology Security); key contributor to guidance on OT/ICS PQC migration for critical infrastructure sectors including energy, manufacturing, and transportation.",https://ui-avatars.com/api/?name=Suzanne+Lightman&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.nccoe.nist.gov/,,NIST SP 800-82 Rev. 3
Michael Thompson,USA,"Lead Engineer; OT Security Expert",MITRE,Private,Standards,"MITRE engineer and co-author of NIST SP 800-82 Revision 3, providing authoritative guidance on cybersecurity for operational technology (OT) environments; his work informs PQC migration planning for industrial control systems and critical infrastructure.",https://ui-avatars.com/api/?name=Michael+Thompson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.mitre.org/,,NIST SP 800-82 Rev. 3
Eric Rescorla,USA,Chief Technology Officer,Mozilla,Private,Standards,"Chief Technology Officer at Mozilla; primary editor of TLS 1.3 (RFC 8446) and DTLS 1.3 (RFC 9147); one of the most influential contributors to modern web security protocols whose standards are the primary migration targets for quantum-safe TLS deployment.",https://ui-avatars.com/api/?name=Eric+Rescorla&background=0b0d17&color=60a5fa&size=128&bold=true,https://mozilla.org/,,"RFC 8446;RFC 9147"
